,,F,,0,,1,,5,,25,,60,,81,,68,,57,,53,,35,,35,,38,,35,,41,,47,,38,,48,,30,,18,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C82-C85,Non-Hodgkin's lymphoma,M,,1,,10,,25,,26,,36,,43,,52,,79,,98,,180,,299,,405,,442,,679,,873,,862,,873,,677,,378,,148
,,F,,0,,6,,4,,10,,21,,40,,40,,63,,82,,131,,175,,267,,402,,509,,754,,748,,709,,617,,411,,217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C82,Follicular (nodular) non-Hodgkin's lymphoma,M,,0,,0,,1,,3,,3,,2,,9,,7,,18,,42,,74,,84,,103,,119,,139,,134,,100,,76,,35,,12
,,F,,0,,0,,0,,0,,0,,1,,3,,10,,27,,37,,53,,91,,114,,127,,185,,166,,118,,88,,48,,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C83,Diffuse non-Hodgkin's lymphoma,M,,1,,7,,16,,17,,22,,22,,29,,44,,56,,90,,152,,219,,231,,379,,514,,513,,529,,399,,210,,69
,,F,,0,,3,,2,,5,,12,,22,,22,,32,,31,,54,,69,,110,,185,,266,,388,,400,,394,,324,,208,,111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C84,Peripheral and cutaneous T-cell lymphomas,M,,0,,3,,3,,1,,5,,7,,3,,7,,8,,16,,22,,27,,30,,48,,58,,57,,55,,31,,24,,12
,,F,,0,,2,,1,,2,,3,,4,,3,,6,,8,,13,,18,,20,,31,,37,,35,,42,,32,,31,,22,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C85,Other and unspecified types of non-Hodgkin's lymphoma,M,,0,,0,,5,,5,,6,,12,,11,,21,,16,,32,,51,,75,,78,,133,,162,,158,,189,,171,,109,,55
,,F,,0,,1,,1,,3,,6,,13,,12,,15,,16,,27,,35,,46,,72,,79,,146,,140,,165,,174,,133,,81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C88,Malignant immunoproliferative diseases,M,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,1,,6,,3,,19,,19,,22,,31,,21,,8,,9
,,F,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,3,,2,,5,,8,,7,,17,,9,,10,,10,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C90,Multiple myeloma and malignant plasma cell neoplasms,M,,0,,0,,0,,0,,1,,2,,4,,6,,12,,41,,94,,113,,184,,257,,383,,414,,501,,419,,183,,83
,,F,,0,,0,,0,,0,,0,,0,,2,,5,,12,,27,,58,,95,,128,,205,,281,,249,,361,,290,,178,,115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C91-C95,Leukaemia,M,,15,,104,,79,,45,,55,,46,,50,,46,,65,,104,,138,,227,,293,,446,,650,,665,,686,,612,,330,,144
,,F,,14,,113,,56,,33,,27,,30,,32,,43,,32,,61,,111,,152,,189,,245,,351,,378,,416,,371,,280,,231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C91,Lymphoid leukaemia,M,,6,,87,,60,,37,,38,,12,,17,,12,,18,,41,,74,,128,,163,,270,,378,,328,,332,,291,,157,,77
,,F,,9,,102,,48,,23,,18,,8,,12,,12,,6,,20,,45,,74,,104,,125,,182,,185,,201,,178,,111,,103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C92,Myeloid leukaemia,M,,4,,15,,14,,8,,16,,34,,32,,31,,45,,58,,61,,94,,120,,161,,247,,318,,324,,301,,163,,53
,,F,,2,,10,,7,,9,,8,,20,,20,,30,,25,,38,,63,,72,,78,,114,,162,,182,,204,,184,,153,,108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C93,Monocytic leukaemia,M,,1,,1,,1,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,3,,7,,3,,6,,2,,1,,3
,,F,,0,,1,,0,,1,,1,,0,,0,,0,,0,,0,,0,,3,,1,,1,,2,,1,,1,,0,,1,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C94,Other leukaemias of specified cell type,M,,1,,1,,4,,0,,0,,0,,0,,0,,1,,4,,1,,0,,3,,4,,0,,6,,9,,4,,3,,2
,,F,,2,,0,,0,,0,,0,,1,,0,,1,,0,,2,,1,,0,,0,,2,,1,,2,,2,,0,,2,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C95,Leukaemia of unspecified cell type,M,,3,,0,,0,,0,,1,,0,,1,,3,,1,,0,,2,,4,,7,,8,,18,,10,,15,,14,,6,,9
,,F,,1,,0,,1,,0,,0,,1,,0,,0,,1,,1,,2,,3,,6,,3,,4,,8,,8,,9,,13,,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",M,,1,,5,,2,,2,,1,,0,,0,,0,,4,,7,,1,,2,,1,,5,,5,,7,,2,,1,,0,,1
,,F,,2,,1,,0,,0,,1,,0,,0,,1,,2,,0,,3,,1,,0,,1,,4,,1,,2,,1,,1,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C97,Malignant neoplasms of independent (primary) multiple sites,M,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,,F,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
